,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ID,Input.plain,Input.tags,Input.number,Answer.WritingTexts,Approve,Reject
170,3YGE63DIN8X34F9SZXR13CGYYWY0WZ,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3SPJ0334213GIA38Q8OWUYBUJFOYJ7,A2ZCFX0U2KQCSD,Approved,Sun Dec 03 00:30:39 PST 2017,Sun Dec 03 00:31:18 PST 2017,Wed Dec 06 00:31:18 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,39,90% (38/42),90% (38/42),90% (38/42),28,7019 RD 9 NW STE J,[7019] [RD] [9] [NW] [STE] [J],6,STREET_NUMBER STREET_NAME UNKNOWN POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
171,3AA88CN98P396ABWIRJ77TGNN23YK1,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3AQF3RZ558IYUO761Z2JW9Z9RYEF6L,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:23:02 PST 2017,Sun Dec 03 00:23:08 PST 2017,Wed Dec 06 00:23:08 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,6,98% (165/169),98% (165/169),98% (165/169),277,24 STRINGTOWN ROAD STE 1,[24] [STRINGTOWN] [ROAD] [STE] [1],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
172,3AA88CN98P396ABWIRJ77TGNN23YK1,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3AZHRG4CU4K8015YFFL0MZ0LB5O03X,A1AUVG21LFOJXF,Approved,Sun Dec 03 00:26:02 PST 2017,Sun Dec 03 00:27:02 PST 2017,Wed Dec 06 00:27:02 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,60,94% (17/18),94% (17/18),94% (17/18),277,24 STRINGTOWN ROAD STE 1,[24] [STRINGTOWN] [ROAD] [STE] [1],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
173,3AA88CN98P396ABWIRJ77TGNN23YK1,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3PDJHANYK5GI8KYCWPQJZUBM7DRH6L,A26Y58YECZUZZG,Approved,Sun Dec 03 00:16:05 PST 2017,Sun Dec 03 00:16:22 PST 2017,Wed Dec 06 00:16:22 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,17,98% (109/111),98% (109/111),98% (109/111),277,24 STRINGTOWN ROAD STE 1,[24] [STRINGTOWN] [ROAD] [STE] [1],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
174,3QD8LUVX4XYHOM0J68TZMQQWO6F5XI,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3AWETUDC92SKSPT74C5FW45WCU2ZIM,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:07:51 PST 2017,Sun Dec 03 00:08:03 PST 2017,Wed Dec 06 00:08:03 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,12,98% (165/169),98% (165/169),98% (165/169),724,16315 N COUGAR LN STE A,[16315] [N] [COUGAR] [LN] [STE] [A],6,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
175,3QD8LUVX4XYHOM0J68TZMQQWO6F5XI,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3EF8EXOTT1VJS4S5EJHNGB0KCUFJ1U,A2N7I0331X72Z7,Approved,Sun Dec 03 00:07:18 PST 2017,Sun Dec 03 00:09:42 PST 2017,Wed Dec 06 00:09:42 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,144,100% (68/68),100% (68/68),100% (68/68),724,16315 N COUGAR LN STE A,[16315] [N] [COUGAR] [LN] [STE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
176,3QD8LUVX4XYHOM0J68TZMQQWO6F5XI,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3UXUOQ9OKEXM2X439TLJOMOEPTLA72,A1AUVG21LFOJXF,Approved,Sun Dec 03 00:16:33 PST 2017,Sun Dec 03 00:19:14 PST 2017,Wed Dec 06 00:19:14 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,161,94% (17/18),94% (17/18),94% (17/18),724,16315 N COUGAR LN STE A,[16315] [N] [COUGAR] [LN] [STE] [A],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
177,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:40 PST 2017,,,32RIADZISS4TJ68EOV936AYAKYO4SW,AZ83DIZNR1EL2,Submitted,Sun Dec 03 11:23:13 PST 2017,Sun Dec 03 11:24:05 PST 2017,Wed Dec 06 11:24:05 PST 2017,,,,52,0% (0/0),0% (0/0),0% (0/0),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
178,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:40 PST 2017,,,354GIDR5ZB6CJ961WS3HK12E8T4002,ATU83WO2RHHL2,Rejected,Sun Dec 03 00:26:24 PST 2017,Sun Dec 03 00:28:00 PST 2017,Wed Dec 06 00:28:00 PST 2017,,Sun Dec 03 11:13:40 PST 2017,x,96,0% (0/1),0% (0/1),0% (0/1),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,"27613
127th
Ave
NE
Suite
B",,x
179,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:40 PST 2017,,,3Q8GYXHFEP2V88NI5E2DWX06YQBC5R,A26Y58YECZUZZG,Approved,Sun Dec 03 00:13:39 PST 2017,Sun Dec 03 00:14:09 PST 2017,Wed Dec 06 00:14:09 PST 2017,Sun Dec 03 11:13:39 PST 2017,,,30,98% (109/111),98% (109/111),98% (109/111),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
180,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,4,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sun Dec 10 11:13:40 PST 2017,,,3YZ8UPK3VTMCTNDX6FAL49SMX74UCR,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:21:05 PST 2017,Sun Dec 03 00:21:15 PST 2017,Wed Dec 06 00:21:15 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,10,98% (165/169),98% (165/169),98% (165/169),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
181,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,33NF62TLXJ2LY5ERMTN5LQWJL0FKJY,A30BPA9Y2RTWUO,Approved,Sun Dec 03 00:18:28 PST 2017,Sun Dec 03 00:19:05 PST 2017,Wed Dec 06 00:19:05 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,37,96% (23/24),96% (23/24),96% (23/24),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
182,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3TY7ZAOG5FKEWZD50LDZ3LHNMR9K0R,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:14:26 PST 2017,Sun Dec 03 00:14:43 PST 2017,Wed Dec 06 00:14:43 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,17,98% (165/169),98% (165/169),98% (165/169),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
183,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3WMINLGALB3SEEZZ0ATU48GSQ4CCAX,A3FCCH0RDJ2E3R,Approved,Sun Dec 03 00:14:33 PST 2017,Sun Dec 03 00:15:06 PST 2017,Wed Dec 06 00:15:06 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,33,100% (57/57),100% (57/57),100% (57/57),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
184,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3E7TUJ2EGCMOENV880A5SJNQ5M79DG,AC758U1CSEF8Z,Approved,Sun Dec 03 00:36:59 PST 2017,Sun Dec 03 00:37:47 PST 2017,Wed Dec 06 00:37:47 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,48,60% (3/5),60% (3/5),60% (3/5),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
185,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3LUY3GC63Z0TP1A5YC3GEHD9OFL7PF,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:20:13 PST 2017,Sun Dec 03 00:20:22 PST 2017,Wed Dec 06 00:20:22 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,9,98% (165/169),98% (165/169),98% (165/169),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
186,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3WQ3B2KGE8GDALUTQR46INH74P71BS,A2N7I0331X72Z7,Approved,Sun Dec 03 00:33:26 PST 2017,Sun Dec 03 00:35:16 PST 2017,Wed Dec 06 00:35:16 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,110,100% (68/68),100% (68/68),100% (68/68),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
187,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,32AT8R96GL9S042T310LJEW4JAQSUJ,A3KEFITPAE1NFJ,Approved,Sun Dec 03 00:21:34 PST 2017,Sun Dec 03 00:22:10 PST 2017,Wed Dec 06 00:22:10 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,36,85% (23/27),85% (23/27),85% (23/27),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
188,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,39DD6S19JPB8CKRL8TFOBP74K1VZED,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:06:31 PST 2017,Sun Dec 03 00:06:40 PST 2017,Wed Dec 06 00:06:40 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,9,98% (165/169),98% (165/169),98% (165/169),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
189,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3UJ1CZ6IZHPBFPCE20SDB24OKTXS51,A26Y58YECZUZZG,Approved,Sun Dec 03 00:18:05 PST 2017,Sun Dec 03 00:18:10 PST 2017,Wed Dec 06 00:18:10 PST 2017,Sun Dec 03 11:13:40 PST 2017,,,5,98% (109/111),98% (109/111),98% (109/111),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
190,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,388U7OUMF710J3Q0Q5MW4X31HJ3R0R,A2ZCFX0U2KQCSD,Approved,Sun Dec 03 00:25:28 PST 2017,Sun Dec 03 00:25:51 PST 2017,Wed Dec 06 00:25:51 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,23,90% (38/42),90% (38/42),90% (38/42),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
191,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3EG49X351UCFUAYR1T852GZGV3AX6U,A26Y58YECZUZZG,Approved,Sun Dec 03 00:23:37 PST 2017,Sun Dec 03 00:23:45 PST 2017,Wed Dec 06 00:23:45 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,8,98% (109/111),98% (109/111),98% (109/111),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
192,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3G2UL9A02DELFVS0JG478HMSTAV678,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:05:03 PST 2017,Sun Dec 03 00:05:19 PST 2017,Wed Dec 06 00:05:19 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,16,98% (165/169),98% (165/169),98% (165/169),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
193,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3570Y55XZPJ6R8D7I23TXLJERN7YG3,A2N7I0331X72Z7,Approved,Sun Dec 03 00:30:06 PST 2017,Sun Dec 03 00:31:04 PST 2017,Wed Dec 06 00:31:04 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,58,100% (68/68),100% (68/68),100% (68/68),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
194,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3NPFYT4IZC4HR3NXD6HRE7C5PHDGXF,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:14:04 PST 2017,Sun Dec 03 00:14:12 PST 2017,Wed Dec 06 00:14:12 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,8,98% (165/169),98% (165/169),98% (165/169),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
195,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3Y4W8Q93LZKMBU8BB1F1K1CNWEQDV0,A3PEXUW9KS1ZR8,Approved,Sun Dec 03 00:29:53 PST 2017,Sun Dec 03 00:31:00 PST 2017,Wed Dec 06 00:31:00 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,67,100% (22/22),100% (22/22),100% (22/22),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNKNOWN,x,
196,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3G5F9DBFOPX3NADDXXYRBMRLO6IHVC,A3UWM3KJYEL5XU,Approved,Sun Dec 03 00:21:15 PST 2017,Sun Dec 03 00:21:20 PST 2017,Wed Dec 06 00:21:20 PST 2017,Sun Dec 03 11:13:41 PST 2017,,,5,98% (165/169),98% (165/169),98% (165/169),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE,x,
197,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3GGAI1SQEVYTGF8OXDJZDZBSKL1CMH,A3KEFITPAE1NFJ,Approved,Sun Dec 03 00:18:31 PST 2017,Sun Dec 03 00:19:32 PST 2017,Wed Dec 06 00:19:32 PST 2017,Sun Dec 03 11:13:42 PST 2017,,,61,85% (23/27),85% (23/27),85% (23/27),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
198,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3QRYMNZ7FYHGKEVZV0TPFO0WDXATNG,A2N7I0331X72Z7,Approved,Sun Dec 03 00:02:11 PST 2017,Sun Dec 03 00:04:28 PST 2017,Wed Dec 06 00:04:28 PST 2017,Sun Dec 03 11:13:42 PST 2017,,,137,100% (68/68),100% (68/68),100% (68/68),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
199,3Z8UJEJOCZDO9BVHP9ZSRQ6U37X397,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,39U1BHVTDLR9GA2PDH9A6A2Q8GL3TC,ALDHDBRTUI1NI,Approved,Sun Dec 03 00:38:33 PST 2017,Sun Dec 03 00:39:20 PST 2017,Wed Dec 06 00:39:20 PST 2017,Sun Dec 03 11:13:42 PST 2017,,,47,100% (9/9),100% (9/9),100% (9/9),728,116 B SOUTH STATE FRONTAGE RD,[116] [B] [SOUTH] [STATE] [FRONTAGE] [RD],6,STREET_NUMBER STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE,x,
