,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ID,Input.plain,Input.tags,Input.number,Answer.WritingTexts,Approve,Reject
171,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,354GIDR5ZB6CJ961WS3HK12E8T4002,ATU83WO2RHHL2,Submitted,Sun Dec 03 00:26:24 PST 2017,Sun Dec 03 00:28:00 PST 2017,Wed Dec 06 00:28:00 PST 2017,,,,96,0% (0/0),0% (0/0),0% (0/0),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,"27613
127th
Ave
NE
Suite
B",,x
172,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3Q8GYXHFEP2V88NI5E2DWX06YQBC5R,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:13:39 PST 2017,Sun Dec 03 00:14:09 PST 2017,Wed Dec 06 00:14:09 PST 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
173,3FTID4TN8LYKQGTE3RV8MTT2C28YL4,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3YZ8UPK3VTMCTNDX6FAL49SMX74UCR,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:21:05 PST 2017,Sun Dec 03 00:21:15 PST 2017,Wed Dec 06 00:21:15 PST 2017,,,,10,100% (3/3),100% (3/3),100% (3/3),558,27613 127TH AVE NE SUITE B,[27613] [127TH] [AVE] [NE] [SUITE] [B],6,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_TYPE UNIT_NUMBER,x,
174,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,33NF62TLXJ2LY5ERMTN5LQWJL0FKJY,A30BPA9Y2RTWUO,Submitted,Sun Dec 03 00:18:28 PST 2017,Sun Dec 03 00:19:05 PST 2017,Wed Dec 06 00:19:05 PST 2017,,,,37,0% (0/0),0% (0/0),0% (0/0),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
175,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3TY7ZAOG5FKEWZD50LDZ3LHNMR9K0R,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:14:26 PST 2017,Sun Dec 03 00:14:43 PST 2017,Wed Dec 06 00:14:43 PST 2017,,,,17,100% (3/3),100% (3/3),100% (3/3),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
176,3Y3N5A7N4G94WYBZ33WNM68RC7YYM6,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3WMINLGALB3SEEZZ0ATU48GSQ4CCAX,A3FCCH0RDJ2E3R,Submitted,Sun Dec 03 00:14:33 PST 2017,Sun Dec 03 00:15:06 PST 2017,Wed Dec 06 00:15:06 PST 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),1385,2018 IRON ST STE B,[2018] [IRON] [ST] [STE] [B],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
177,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3E7TUJ2EGCMOENV880A5SJNQ5M79DG,AC758U1CSEF8Z,Submitted,Sun Dec 03 00:36:59 PST 2017,Sun Dec 03 00:37:47 PST 2017,Wed Dec 06 00:37:47 PST 2017,,,,48,0% (0/0),0% (0/0),0% (0/0),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
178,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3LUY3GC63Z0TP1A5YC3GEHD9OFL7PF,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:20:13 PST 2017,Sun Dec 03 00:20:22 PST 2017,Wed Dec 06 00:20:22 PST 2017,,,,9,100% (3/3),100% (3/3),100% (3/3),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
179,306W7JMRYYYTY1GKZA8K9D9V7TSB8H,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3WQ3B2KGE8GDALUTQR46INH74P71BS,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:33:26 PST 2017,Sun Dec 03 00:35:16 PST 2017,Wed Dec 06 00:35:16 PST 2017,,,,110,0% (0/0),0% (0/0),0% (0/0),152,19310 128TH AVE SE #B,[19310] [128TH] [AVE] [SE] [#B],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
180,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,32AT8R96GL9S042T310LJEW4JAQSUJ,A3KEFITPAE1NFJ,Submitted,Sun Dec 03 00:21:34 PST 2017,Sun Dec 03 00:22:10 PST 2017,Wed Dec 06 00:22:10 PST 2017,,,,36,0% (0/0),0% (0/0),0% (0/0),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
181,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,39DD6S19JPB8CKRL8TFOBP74K1VZED,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:06:31 PST 2017,Sun Dec 03 00:06:40 PST 2017,Wed Dec 06 00:06:40 PST 2017,,,,9,100% (3/3),100% (3/3),100% (3/3),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
182,38VTL6WC4AD6ORQTB4F154X5QC95YO,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3UJ1CZ6IZHPBFPCE20SDB24OKTXS51,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:18:05 PST 2017,Sun Dec 03 00:18:10 PST 2017,Wed Dec 06 00:18:10 PST 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),925,24862 BENHAM RD STE A,[24862] [BENHAM] [RD] [STE] [A],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
183,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,388U7OUMF710J3Q0Q5MW4X31HJ3R0R,A2ZCFX0U2KQCSD,Submitted,Sun Dec 03 00:25:28 PST 2017,Sun Dec 03 00:25:51 PST 2017,Wed Dec 06 00:25:51 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
184,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3EG49X351UCFUAYR1T852GZGV3AX6U,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:23:37 PST 2017,Sun Dec 03 00:23:45 PST 2017,Wed Dec 06 00:23:45 PST 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
185,3MDWE879UH2TC6ZU42EY9946RZAB96,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3G2UL9A02DELFVS0JG478HMSTAV678,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:05:03 PST 2017,Sun Dec 03 00:05:19 PST 2017,Wed Dec 06 00:05:19 PST 2017,,,,16,100% (3/3),100% (3/3),100% (3/3),917,1520 CENTER ST  STE D,[1520] [CENTER] [ST] [STE] [D],5,STREET_NUMBER  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
186,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3570Y55XZPJ6R8D7I23TXLJERN7YG3,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:30:06 PST 2017,Sun Dec 03 00:31:04 PST 2017,Wed Dec 06 00:31:04 PST 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
187,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3NPFYT4IZC4HR3NXD6HRE7C5PHDGXF,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:14:04 PST 2017,Sun Dec 03 00:14:12 PST 2017,Wed Dec 06 00:14:12 PST 2017,,,,8,100% (3/3),100% (3/3),100% (3/3),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER  STREET_NAME STREET_TYPE POST_DIRECTION UNIT_NUMBER,x,
188,3QGTX7BCHP26TH0Y7QHKJB67W6D5ZF,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3Y4W8Q93LZKMBU8BB1F1K1CNWEQDV0,A3PEXUW9KS1ZR8,Submitted,Sun Dec 03 00:29:53 PST 2017,Sun Dec 03 00:31:00 PST 2017,Wed Dec 06 00:31:00 PST 2017,,,,67,0% (0/0),0% (0/0),0% (0/0),683,16940 VIRCON DR SW #A,[16940] [VIRCON] [DR] [SW] [#A],5,STREET_NUMBER STREET_NAME STREET_TYPE POST_DIRECTION UNKNOWN,x,
189,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3G5F9DBFOPX3NADDXXYRBMRLO6IHVC,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:21:15 PST 2017,Sun Dec 03 00:21:20 PST 2017,Wed Dec 06 00:21:20 PST 2017,,,,5,100% (3/3),100% (3/3),100% (3/3),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE,x,
190,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3GGAI1SQEVYTGF8OXDJZDZBSKL1CMH,A3KEFITPAE1NFJ,Submitted,Sun Dec 03 00:18:31 PST 2017,Sun Dec 03 00:19:32 PST 2017,Wed Dec 06 00:19:32 PST 2017,,,,61,0% (0/0),0% (0/0),0% (0/0),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
191,3EHIMLB7F7Z3PEJ6Z2IGVOCT26X8HU,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3QRYMNZ7FYHGKEVZV0TPFO0WDXATNG,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:02:11 PST 2017,Sun Dec 03 00:04:28 PST 2017,Wed Dec 06 00:04:28 PST 2017,,,,137,0% (0/0),0% (0/0),0% (0/0),801,1550 W GALLAGHER RD,[1550] [W] [GALLAGHER] [RD],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
192,3Z8UJEJOCZDO9BVHP9ZSRQ6U37X397,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,39U1BHVTDLR9GA2PDH9A6A2Q8GL3TC,ALDHDBRTUI1NI,Submitted,Sun Dec 03 00:38:33 PST 2017,Sun Dec 03 00:39:20 PST 2017,Wed Dec 06 00:39:20 PST 2017,,,,47,0% (0/0),0% (0/0),0% (0/0),728,116 B SOUTH STATE FRONTAGE RD,[116] [B] [SOUTH] [STATE] [FRONTAGE] [RD],6,STREET_NUMBER STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE,x,
193,3Z8UJEJOCZDO9BVHP9ZSRQ6U37X397,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3IXEICO792J8DTP7WJ78DDEAI7MT67,A3FCCH0RDJ2E3R,Submitted,Sun Dec 03 00:24:13 PST 2017,Sun Dec 03 00:24:46 PST 2017,Wed Dec 06 00:24:46 PST 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),728,116 B SOUTH STATE FRONTAGE RD,[116] [B] [SOUTH] [STATE] [FRONTAGE] [RD],6,STREET_NUMBER UNIT_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE,x,
194,3Z8UJEJOCZDO9BVHP9ZSRQ6U37X397,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3SNLUL3WO4N5WR73JS3K7SI9RGIUL7,A3KEFITPAE1NFJ,Submitted,Sun Dec 03 00:22:44 PST 2017,Sun Dec 03 00:23:59 PST 2017,Wed Dec 06 00:23:59 PST 2017,,,,75,0% (0/0),0% (0/0),0% (0/0),728,116 B SOUTH STATE FRONTAGE RD,[116] [B] [SOUTH] [STATE] [FRONTAGE] [RD],6,STREET_NUMBER STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_NAME STREET_TYPE,x,
195,3TD33TP5DL27HP9ZW8SY54FQXHSBAL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,32KTQ2V7RDFRIH1LLT98B9AKE0Y9MX,A26Y58YECZUZZG,Submitted,Sun Dec 03 00:12:36 PST 2017,Sun Dec 03 00:12:55 PST 2017,Wed Dec 06 00:12:55 PST 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),630,2797 TURNING POINTE LOOP,[2797] [TURNING] [POINTE] [LOOP],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
196,3TD33TP5DL27HP9ZW8SY54FQXHSBAL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,35H6S234SA06SREHVNPAAX8W24065T,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:04:29 PST 2017,Sun Dec 03 00:06:04 PST 2017,Wed Dec 06 00:06:04 PST 2017,,,,95,0% (0/0),0% (0/0),0% (0/0),630,2797 TURNING POINTE LOOP,[2797] [TURNING] [POINTE] [LOOP],4,STREET_NUMBER STREET_NAME STREET_NAME STREET_TYPE,x,
197,3TD33TP5DL27HP9ZW8SY54FQXHSBAL,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3WEV0KO0OMS6J2R7H6AW9ESGXAVSD9,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:19:30 PST 2017,Sun Dec 03 00:19:40 PST 2017,Wed Dec 06 00:19:40 PST 2017,,,,10,100% (3/3),100% (3/3),100% (3/3),630,2797 TURNING POINTE LOOP,[2797] [TURNING] [POINTE] [LOOP],4,STREET_NUMBER STREET_NAME  STREET_NAME STREET_TYPE,x,
198,3IHWR4LC7DD3L9UQ5K01V0D82JC8IN,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3300DTYQT2HZYSQULXWBKWV0FYBEQZ,A2N7I0331X72Z7,Submitted,Sun Dec 03 00:19:45 PST 2017,Sun Dec 03 00:20:38 PST 2017,Wed Dec 06 00:20:38 PST 2017,,,,53,0% (0/0),0% (0/0),0% (0/0),746,1919 E FRANCIS AVE STE B,[1919] [E] [FRANCIS] [AVE] [STE] [B],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
199,3IHWR4LC7DD3L9UQ5K01V0D82JC8IN,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3S96KQ6I9M47Y24M66FMJJO2ZT9DTJ,A25G8HPJE1QPA2,Submitted,Sun Dec 03 00:09:20 PST 2017,Sun Dec 03 00:10:34 PST 2017,Wed Dec 06 00:10:34 PST 2017,,,,74,0% (0/0),0% (0/0),0% (0/0),746,1919 E FRANCIS AVE STE B,[1919] [E] [FRANCIS] [AVE] [STE] [B],6,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
200,3IHWR4LC7DD3L9UQ5K01V0D82JC8IN,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3YMTUJH0DSGUY6LTDVETGFUWMGGT4M,A3UWM3KJYEL5XU,Submitted,Sun Dec 03 00:23:54 PST 2017,Sun Dec 03 00:24:00 PST 2017,Wed Dec 06 00:24:00 PST 2017,,,,6,100% (3/3),100% (3/3),100% (3/3),746,1919 E FRANCIS AVE STE B,[1919] [E] [FRANCIS] [AVE] [STE] [B],6,STREET_NUMBER PRE_DIRECTION  STREET_NAME STREET_TYPE UNIT_TYPE UNIT_NUMBER,x,
201,34YWR3PJ28AITFEI92NN5VU57Y40XS,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,3018Q3ZVOIQWKGOII7JPT3FEQ5FRAI,A3FCCH0RDJ2E3R,Submitted,Sun Dec 03 00:26:47 PST 2017,Sun Dec 03 00:27:20 PST 2017,Wed Dec 06 00:27:20 PST 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),1353,1631 E PORTLAND AVE,[1631] [E] [PORTLAND] [AVE],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
202,34YWR3PJ28AITFEI92NN5VU57Y40XS,3MCFX9UVS0L6IH88XBXSIDFVZSP86D,Tag the parts of an address,"Given an address, indicate which parts are street names, street numbers, etc.","POS-tagging, reading, writing, tagging, natural language processing",$0.08,Sat Dec 02 23:57:46 PST 2017,3,BatchId:3033837;OriginalHitTemplateId:712361150;,300,259200,Sat Dec 09 23:57:46 PST 2017,,,32AT8R96GL9S042T310LJEW4JAQUSL,A3PEXUW9KS1ZR8,Submitted,Sun Dec 03 00:23:34 PST 2017,Sun Dec 03 00:23:58 PST 2017,Wed Dec 06 00:23:58 PST 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),1353,1631 E PORTLAND AVE,[1631] [E] [PORTLAND] [AVE],4,STREET_NUMBER PRE_DIRECTION STREET_NAME STREET_TYPE,x,
